battery_power,clock_speed,four_g,int_memory,n_cores,pc,touch_screen,price_range
1623,1.2,1,61,7,12,1,2
914,0.5,1,26,4,0,1,0
1721,0.5,1,33,4,5,1,0
890,2.2,0,44,8,13,0,0
600,0.5,0,48,3,7,0,2
1677,1.8,0,11,6,8,0,3
723,0.5,1,3,4,3,0,1
638,1.7,0,27,4,17,1,2
852,1,1,62,7,13,1,1
1979,1.6,0,32,7,1,1,0
710,0.5,0,32,5,9,1,0
1034,2.6,1,45,3,4,0,0
600,2.5,1,22,1,11,0,2
1027,0.5,1,64,2,7,0,3
1260,0.6,1,13,6,6,1,2
1793,1.8,0,12,6,17,1,3
675,2.3,0,60,5,15,0,0
658,2.7,1,12,7,3,0,3
1694,0.6,1,34,7,7,1,2
804,0.8,1,41,1,13,0,1
1713,2.5,0,27,7,3,0,2
706,0.5,1,31,3,19,0,1
1362,0.5,0,25,7,9,1,0
1527,2.7,1,60,5,14,1,2
768,0.5,0,19,2,1,0,0
1314,2.9,1,41,4,12,1,0
705,0.5,1,57,6,9,1,1
1403,2.7,1,26,5,3,0,3
1486,2.6,0,52,4,15,1,0
781,1.1,0,38,5,7,0,3
986,1.5,1,23,8,3,0,1
1310,1.4,0,33,1,14,0,1
560,2,1,57,3,12,0,1
1348,1.3,0,43,5,6,0,3
1567,0.5,0,22,6,6,0,2
1940,0.9,0,17,5,7,1,2
1979,2.9,1,19,3,9,1,0
561,2.1,1,2,3,13,1,0
1717,1.3,0,62,1,3,1,3
535,1.5,1,48,1,4,1,0
1413,0.5,1,39,5,12,0,3
1358,2.5,0,20,7,0,0,3
1519,2.9,0,30,7,8,1,2
1254,1.2,0,50,5,6,1,3
1591,2.2,1,49,6,7,1,3
977,2.8,0,35,2,15,1,3
1640,0.7,1,21,7,14,1,0
663,0.8,0,25,2,1,0,2
1744,1,1,20,8,3,0,1
1624,1.6,0,28,2,10,0,2
1108,1.3,1,2,7,20,1,0
1188,1.4,1,9,2,0,0,3
817,1.3,0,11,3,11,1,1
863,1.6,1,6,4,13,0,0
1397,2.4,1,3,3,15,1,1
1108,1,0,49,5,12,0,3
1068,2,1,37,7,13,0,1
1702,2.3,1,52,2,15,0,3
808,0.5,0,8,4,1,0,3
1156,0.5,0,61,7,9,1,1
1271,0.5,0,54,8,3,1,0
696,0.5,0,51,3,8,0,1
1981,1.9,0,45,6,18,1,1
614,1.7,1,58,7,2,1,2
1590,0.6,0,7,3,17,1,1
1945,1.6,0,21,3,10,0,3
1135,2.8,0,43,1,11,0,3
1049,0.6,1,2,6,10,0,0
1807,2.1,0,49,1,10,1,2
984,0.5,1,42,7,17,1,0
720,1.4,1,61,7,8,0,3
1536,0.8,0,13,7,20,1,2
771,0.5,0,25,4,6,1,0
503,2.5,0,57,6,11,0,0
675,2.4,0,42,7,2,1,2
1936,1.9,1,34,7,14,0,1
1303,1,1,15,3,10,1,2
1004,2.9,0,35,6,9,1,3
1972,1.2,0,37,2,1,0,3
1822,1.2,0,8,6,0,1,2
1159,2.8,1,18,1,7,1,1
1782,2.8,1,58,1,13,0,2
894,2.1,0,16,8,20,1,2
1884,2.1,1,43,1,18,1,3
1648,0.5,1,17,2,3,0,1
798,2.4,0,4,3,9,1,2
802,2.4,0,45,3,9,0,3
1276,2.9,0,53,2,3,1,3
1331,1.6,0,16,2,7,0,1
1620,2.6,0,5,6,18,0,1
1996,2.5,1,51,4,9,0,2
1092,2.7,0,45,1,10,1,1
1018,0.7,0,63,5,18,0,2
545,0.5,1,11,3,1,1,0
554,1.3,0,12,6,10,1,2
1264,2.9,1,34,3,3,1,0
1030,1.6,1,58,6,20,1,3
1432,1.7,1,39,4,18,1,0
558,2.8,1,49,5,4,1,0
829,0.5,0,56,7,1,0,0
1741,1.8,0,14,8,0,0,3
1849,2.3,1,15,5,19,0,3
733,2.1,1,7,7,10,1,0
1872,0.9,0,16,2,2,0,2
1853,0.5,0,27,6,13,0,2
1149,2.2,0,30,6,5,0,3
891,0.5,1,25,2,19,0,1
1911,2,1,64,8,8,1,3
550,0.5,1,23,2,17,0,0
576,0.8,1,27,2,4,0,1
1760,1.9,1,50,1,2,1,2
969,2.4,0,45,7,0,0,0
1160,1.1,1,63,3,2,0,0
827,1.1,1,18,2,16,1,0
1786,0.5,1,58,7,10,1,3
774,0.6,1,8,1,4,1,2
819,2.5,1,11,8,1,0,0
1042,2.2,1,11,5,16,0,2
1368,3,0,50,7,18,1,2
1592,2.1,1,50,2,17,0,1
1067,1.8,0,14,1,15,0,0
1892,0.7,0,47,4,10,1,2
915,1.1,0,56,8,17,1,0
774,2.8,1,55,3,18,1,3
1848,1.4,1,42,2,10,0,3
1501,1.1,1,2,1,15,1,2
1614,1.9,1,55,3,17,0,3
911,2.9,0,46,5,1,1,0
1520,0.5,1,24,5,8,0,3
1647,1.4,1,38,6,15,0,2
1347,0.9,1,53,6,15,0,3
967,1.6,0,25,8,9,1,2
1442,2.2,1,56,5,3,1,2
1204,2.6,0,10,7,3,0,1
1320,2.1,1,41,7,2,1,0
1800,0.7,1,8,7,6,0,3
1567,2.1,0,22,3,19,0,3
1439,0.9,1,20,1,17,0,1
1422,1,0,3,1,17,1,0
1591,2.2,1,52,3,16,1,0
880,1.7,0,6,4,19,0,2
1929,0.5,1,19,6,2,1,1
1642,1.6,0,5,5,2,0,2
1511,2.5,0,21,3,18,0,3
1312,1.3,1,10,2,9,1,3
1852,1.4,1,10,1,18,0,3
972,1.3,0,44,7,10,1,3
691,2.7,1,33,4,8,1,0
807,0.5,0,8,5,20,1,0
1113,0.6,0,25,1,10,0,0
721,1.3,0,16,1,18,1,1
1188,1.5,0,54,6,2,1,0
1512,0.5,0,52,1,14,0,2
805,0.7,0,64,4,14,1,0
918,0.9,0,8,7,5,1,1
1320,0.5,0,48,5,16,0,2
1236,0.9,1,57,1,14,0,0
1387,0.5,1,61,3,0,1,0
1883,2.7,1,30,2,10,1,3
839,2,0,14,7,3,0,3
1593,1,1,52,8,0,1,1
1722,1,0,25,6,19,0,3
1954,0.6,0,7,3,9,0,3
1788,0.5,1,2,6,20,0,2
1628,0.5,1,33,6,8,0,3
1965,0.5,1,4,7,9,1,3
833,2.2,0,27,1,6,1,1
571,0.6,1,43,3,8,0,1
1808,0.5,0,31,2,16,0,3
1860,0.5,1,55,6,3,0,0
1368,1.6,0,9,7,7,1,3
1161,1.3,1,21,8,12,0,3
1224,1.6,0,33,1,18,1,3
902,0.6,0,63,5,14,1,3
787,0.5,0,11,1,16,0,2
854,0.5,0,30,8,5,0,2
1184,1.5,1,48,1,6,1,3
1973,1.6,1,39,4,6,0,2
510,1.7,0,35,3,6,1,1
966,2,1,34,2,10,1,3
1438,1.8,0,16,8,7,0,2
1986,0.5,0,51,3,9,0,3
1907,2,0,55,7,15,0,0
1489,2.4,0,32,1,16,0,0
1843,1.8,1,16,6,18,1,3
825,1.5,0,38,3,18,1,0
1286,2.3,1,16,2,18,1,0
840,0.6,1,63,7,19,1,3
757,2.3,1,58,4,7,0,2
814,1.1,0,41,2,10,0,1
1195,1.1,1,8,6,6,0,0
767,0.8,1,10,4,12,1,2
1068,1.3,1,52,8,7,0,1
994,2.8,0,56,3,3,1,2
1550,2.5,0,21,2,11,1,2
1878,0.5,0,29,8,19,0,1
623,2,0,6,3,4,1,2
1829,0.5,1,15,5,7,0,2
525,2.4,0,35,7,20,0,0
1065,0.5,1,14,2,2,0,2
1425,1.2,1,35,8,14,1,0
1296,1.4,0,11,7,4,1,2
642,2.8,0,34,2,15,0,2
1664,2.9,1,15,7,19,0,2
1498,0.7,1,8,7,4,0,3
981,1.9,0,2,3,7,0,0
1236,2.8,1,32,4,18,1,0
1673,2.8,0,9,3,10,0,3
712,1.6,1,9,2,14,0,3
569,0.5,1,4,3,19,1,1
603,0.7,1,64,6,0,1,0
1332,0.8,0,11,2,4,1,1
1413,0.6,1,13,1,0,1,0
1064,2.9,1,34,6,13,0,0
1444,0.6,0,48,5,17,1,3
1366,1.7,1,53,5,9,0,3
906,2.1,0,18,2,11,0,3
1554,2.7,1,47,5,12,0,0
1187,2.3,1,21,6,6,1,2
1156,2.7,1,30,3,16,0,2
1918,2.8,0,22,1,5,1,1
841,0.5,0,39,6,13,1,2
730,1.3,0,6,7,10,0,2
878,1.3,1,31,4,18,1,2
1059,0.5,0,50,8,1,1,0
1578,2.9,0,3,1,20,0,3
1829,1.7,0,36,5,1,0,1
1132,1,0,8,1,4,1,1
1652,0.6,1,40,7,6,0,3
912,0.5,0,58,5,1,1,3
1181,2.3,1,61,2,16,1,1
1497,0.7,0,32,3,9,1,2
1790,2.3,1,49,3,11,0,3
1742,1.6,0,49,1,9,0,2
1549,0.5,0,8,5,7,1,2
1372,2.7,0,34,4,17,0,0
1112,0.5,1,12,4,6,1,3
1005,0.5,0,46,8,17,1,3
783,1.7,1,27,6,11,1,0
1698,2.5,1,26,2,18,0,2
899,2.7,1,53,4,11,0,2
1062,1.5,0,45,3,4,0,0
989,2,0,17,3,19,1,3
1983,1.2,1,27,1,11,1,3
1800,3,0,53,1,12,0,0
1254,1.7,1,45,3,3,1,1
868,1.7,0,30,4,0,0,1
1205,0.5,0,12,4,6,0,0
1284,2.8,0,10,2,14,1,1
626,0.7,1,23,2,9,0,2
1763,2.9,1,53,4,20,1,1
694,1.8,0,36,4,20,0,3
1265,0.6,1,49,1,5,0,1
816,0.5,0,14,3,13,0,0
904,1.8,1,35,3,4,0,0
979,0.5,1,5,7,2,0,3
1531,2,1,60,6,1,0,2
934,2,0,30,8,15,0,0
1624,2.6,0,58,3,11,1,1
874,1.3,0,8,1,20,0,0
1027,2.2,0,63,5,4,1,1
1966,0.8,1,48,1,16,1,2
1048,1.5,1,29,1,4,0,1
1496,1.9,0,38,4,14,0,1
959,1.7,0,13,4,16,1,2
1349,2.2,0,55,7,7,0,2
1689,2.4,1,13,2,9,1,0
1558,2.4,1,27,1,1,0,3
582,0.5,0,27,3,10,1,2
1485,2.8,1,44,4,14,1,3
1991,1.8,0,9,3,12,0,1
553,0.5,1,23,3,3,0,2
1231,0.7,0,7,1,7,1,3
805,0.8,0,34,6,2,0,3
764,1.2,0,13,8,2,1,2
894,0.9,1,54,3,15,0,2
1589,2.6,0,46,3,16,1,2
1456,1.6,1,39,8,10,1,3
743,0.5,1,33,2,1,0,0
1061,2.1,1,52,7,4,1,0
1428,1.6,0,7,4,2,1,1
674,2.8,1,8,3,0,1,0
832,1.1,1,46,6,0,1,3
1625,0.5,1,50,8,17,0,0
907,1.4,0,42,1,16,0,0
1631,0.5,1,13,2,16,1,2
1584,1.3,0,41,4,15,0,1
1382,0.5,1,13,2,18,0,1
633,1.4,1,46,6,10,1,1
1444,2.1,0,38,7,16,0,3
852,1.6,1,54,5,7,0,0
922,0.7,1,47,8,14,0,1
1745,1.5,1,57,3,16,1,3
862,2.3,1,6,8,14,1,3
1754,2.1,1,52,4,3,0,3
1008,2.5,0,36,1,14,0,1
1569,0.5,0,33,1,13,0,3
1596,2.9,0,7,2,9,1,2
1807,0.5,1,61,6,6,0,3
1660,2.8,0,7,1,6,0,1
1861,0.9,1,55,7,8,0,1
648,1.9,0,8,5,19,0,2
1379,0.5,0,19,8,17,1,3
1910,1.7,0,34,2,0,0,0
1807,2,1,13,8,0,1,0
1923,0.5,0,46,1,10,1,1
1345,3,1,38,3,11,0,1
904,1.6,1,14,8,9,0,1
1239,1.2,1,52,2,10,0,0
1330,0.9,1,52,4,12,1,3
516,0.7,0,30,1,12,0,2
672,0.5,0,54,4,11,0,0
892,0.5,1,47,1,18,0,1
1778,0.5,1,23,6,11,0,3
1130,2.5,1,58,5,14,0,0
1359,0.6,0,59,2,6,1,3
1866,2.5,1,47,5,9,0,1
1597,2.3,0,34,1,14,1,0
1046,2.8,1,58,8,0,1,3
1035,0.6,1,44,3,3,1,3
1175,1.3,0,19,7,9,1,1
1261,0.5,1,11,4,0,0,0
1068,0.7,0,51,4,15,1,0
1713,3,1,20,7,17,0,0
1688,2.5,1,21,7,0,1,3
1413,0.5,1,45,5,6,0,3
559,0.5,0,11,5,14,1,1
1483,2.6,0,19,7,19,0,1
860,1.6,0,48,7,18,0,1
1090,1.3,0,27,4,16,1,1
686,0.5,0,3,6,15,1,0
818,1.3,0,43,6,15,1,0
1456,1.6,0,49,3,20,1,3
774,0.5,1,10,2,9,1,2
1068,0.5,1,19,8,9,1,0
1373,1.9,1,29,6,12,1,3
1777,3,0,20,6,5,1,3
594,0.8,1,28,5,3,1,2
1524,2.6,0,57,2,12,1,0
511,0.6,0,50,3,16,0,0
1402,0.6,0,46,7,12,0,0
965,0.5,0,53,8,19,0,2
1270,2.3,0,58,5,1,0,3
919,0.5,0,13,1,15,0,0
1963,1,1,34,2,17,0,1
1977,1.3,0,31,8,6,0,3
1881,2.2,0,51,5,7,0,1
683,0.7,0,19,4,17,0,2
772,2.6,0,6,2,10,1,0
536,1.4,1,53,3,0,0,0
1694,1.8,0,53,6,0,0,2
1633,1.7,1,33,2,19,1,0
1371,0.5,0,52,4,19,0,2
551,2.8,1,54,7,15,0,0
1221,0.5,1,28,1,7,1,3
1000,0.5,0,63,8,18,0,3
1986,2.7,1,64,4,20,1,1
1119,0.5,1,23,4,1,0,3
1699,0.5,0,59,4,3,1,3
1099,0.5,1,61,3,20,1,1
1576,2.6,0,58,3,16,1,0
950,0.5,0,55,5,10,1,0
1081,2.5,0,49,3,17,0,0
606,2.5,1,53,4,2,0,0
502,1.5,0,37,2,12,1,1
957,0.7,1,4,2,0,1,1
1658,1.4,1,38,5,0,0,2
1681,2.5,0,18,1,7,1,2
1983,0.5,0,43,6,10,1,2
1753,1.2,1,12,7,17,1,1
1632,1.4,0,41,4,1,0,2
1949,1.4,0,57,7,11,0,0
1696,1.7,0,13,3,2,1,0
688,2.5,0,57,7,3,1,3
1104,1.7,1,60,2,13,1,0
1122,2.8,0,28,3,4,1,1
504,0.5,1,46,5,14,0,1
1154,0.5,1,14,7,14,1,0
1727,2.1,1,63,7,8,0,3
1674,2.8,1,52,3,7,0,2
1948,2.8,1,18,2,14,0,0
1218,2.8,0,39,7,14,0,1
531,1.1,0,63,7,14,1,2
1057,2.1,0,5,5,13,0,3
576,1.2,0,30,8,5,1,2
1960,2.1,0,7,7,9,1,3
673,1.7,1,22,1,5,1,1
718,0.7,1,21,1,7,0,1
864,1.7,1,35,3,7,1,1
547,1.9,0,37,5,4,1,1
623,0.9,1,3,8,7,0,3
1793,0.7,0,27,5,13,0,1
1720,0.7,0,19,2,3,0,1
812,0.5,0,64,4,7,0,2
980,0.5,1,33,6,0,1,2
643,1,1,18,8,12,1,1
1925,3,1,16,8,11,1,2
1408,2.5,0,32,4,6,0,3
1522,0.7,0,28,1,5,0,1
587,2.5,1,51,1,17,0,2
1959,0.5,0,18,6,20,1,0
1872,0.5,0,17,6,6,0,1
1043,0.5,0,42,3,8,1,0
1809,0.5,0,23,6,19,1,3
1703,0.5,1,23,6,7,1,0
1095,0.5,0,45,1,5,1,0
1414,2.6,0,27,4,20,0,0
1659,2.5,0,41,7,18,1,0
1540,0.7,0,60,7,12,0,1
1342,1,1,31,7,1,1,3
1189,2.3,0,8,3,14,1,0
518,2.4,1,62,6,0,1,1
1449,0.8,1,10,1,12,1,1
516,1.1,1,39,5,7,1,0
1569,0.8,0,59,3,16,0,3
1312,0.8,0,24,6,0,1,3
1893,0.5,0,23,8,3,1,2
1076,2.5,0,14,5,4,0,1
530,2.6,0,40,6,2,1,0
1044,2.8,0,33,4,13,0,1
1330,1.1,0,37,7,20,0,2
1836,1.1,0,14,5,1,1,2
1741,0.5,1,55,5,3,1,2
1869,2.6,1,30,1,13,0,1
1331,0.5,0,55,3,15,0,1
1655,0.5,1,4,3,12,0,0
605,1.5,1,18,2,14,0,1
1245,0.6,0,30,5,3,0,2
1709,0.8,1,58,2,10,0,2
846,2.6,1,58,4,15,0,2
1403,2.5,0,62,4,13,0,0
688,1.5,0,2,3,2,1,0
775,2.5,1,10,7,14,1,1
1154,2,1,35,5,16,0,3
1375,0.5,1,35,2,3,1,1
1827,0.8,0,61,7,9,1,3
1697,0.5,1,60,4,0,1,0
741,1.5,0,14,5,13,1,0
1672,0.5,1,32,1,20,1,1
514,0.7,0,57,3,7,1,0
1375,1.3,0,12,1,13,0,3
989,1.8,1,55,1,12,0,1
1510,2.5,0,47,2,13,0,0
1266,2.6,0,18,7,2,1,0
1396,2.4,0,46,7,1,0,2
808,2.3,0,45,1,9,1,3
1542,2.3,0,43,2,11,0,3
745,0.6,0,35,8,10,1,1
1735,1.9,1,59,6,0,1,3
586,0.5,0,57,2,5,1,3
1341,2.1,0,36,8,1,1,1
781,1.3,0,64,2,7,0,3
501,0.5,0,22,6,20,0,2
1224,1.8,1,44,2,9,1,0
1970,1.6,1,58,8,19,1,2
618,2.2,1,63,2,1,1,2
1537,2.9,1,46,4,17,1,3
1018,2.2,0,16,8,10,1,3
1545,1.3,1,35,5,20,0,3
1871,2.1,1,41,8,5,0,3
1729,2.1,0,12,1,6,0,1
680,2.1,1,9,3,11,0,2
1106,1.9,0,54,3,9,0,2
635,0.6,1,50,5,13,0,1
618,0.6,0,16,1,14,1,2
1671,0.5,0,5,8,18,1,0
1562,1.2,1,52,7,9,1,2
1975,1.9,0,31,1,17,0,3
831,0.7,1,62,8,9,0,2
1524,1.8,0,10,4,1,0,2
1528,1.8,1,55,5,6,1,1
1447,2.5,0,9,8,16,0,0
1344,1.5,0,14,1,3,1,1
564,3,0,8,2,3,0,1
921,0.6,0,60,2,3,0,0
1413,1.7,0,10,6,6,1,2
831,2.4,0,55,6,12,1,0
802,0.5,0,43,5,6,1,2
1923,1.3,0,24,4,4,1,2
1193,3,0,56,3,17,1,2
904,1.2,1,31,3,11,0,2
1285,2.4,1,51,7,2,0,1
1635,2.6,1,2,4,0,1,2
1923,1,1,14,4,6,0,2
1851,1.9,1,12,6,11,0,0
727,1.5,1,32,7,1,0,1
1396,1.5,1,44,6,1,1,1
877,1.3,1,46,1,14,0,2
696,2.4,1,35,3,13,0,1
1009,1,0,2,8,14,0,1
1526,1.1,1,38,5,6,1,3
987,2,0,20,7,3,1,0
1414,2.2,1,49,4,1,1,1
1732,0.8,0,61,5,3,1,3
1587,0.5,0,50,8,15,0,0
1097,0.8,1,21,7,15,0,2
504,2.8,0,40,3,0,0,0
1159,2.7,1,28,8,18,1,2
1910,1.4,0,29,7,2,1,2
865,1.2,0,59,3,9,0,2
1930,2,0,16,8,12,0,2
860,1.3,1,40,3,13,1,2
1268,2.9,1,42,6,17,1,0
999,1.8,1,27,4,1,0,0
622,0.7,1,9,2,0,0,2
1250,1.4,0,44,7,20,0,1
763,0.5,1,51,5,12,1,2
1100,1.6,0,15,8,14,1,0
815,2,0,51,6,12,0,3
618,0.5,1,57,3,7,1,1
553,2.2,1,18,2,1,0,3
673,2.2,0,3,2,9,1,2
563,2,0,47,7,12,0,2
1590,1.5,1,14,4,15,0,3
1031,2.1,1,11,2,9,0,2
909,0.5,0,30,3,10,1,0
1880,0.5,1,7,4,1,1,3
1479,1.8,1,24,6,0,0,3
1271,1.5,0,2,1,1,1,1
709,1.9,1,13,8,15,1,0
1744,2.8,1,62,1,0,0,0
1314,2.2,1,40,7,1,1,3
1136,0.5,1,9,6,2,0,2
1039,2.7,0,56,8,13,1,2
1300,0.5,0,62,6,7,1,0
732,2.3,1,39,7,11,1,3
511,0.7,1,52,2,10,0,2
1092,0.5,0,11,3,14,1,0
921,2.2,1,10,7,18,1,3
1030,0.5,1,37,1,8,0,2
1130,1.8,0,27,1,8,1,0
1299,2.8,0,60,8,6,1,1
1009,2.8,1,2,7,15,0,2
1735,1.8,0,34,2,17,0,2
1129,2.8,0,49,2,2,1,1
708,1.9,0,26,7,1,1,0
894,0.7,1,58,2,3,0,2
530,2.4,0,32,6,20,1,0
1481,2,0,35,3,0,0,2
1068,2.7,1,45,5,1,0,1
1487,0.5,1,57,3,12,0,2
1524,2.5,1,41,4,20,1,1
1093,1.9,1,22,8,14,1,1
1816,1.6,0,50,5,2,0,3
627,1.8,0,20,3,8,0,0
989,0.7,1,51,3,15,0,1
1895,0.5,1,5,1,11,1,1
805,1.7,1,58,3,10,0,2
713,1.6,1,2,8,9,1,0
864,2.5,1,24,4,15,1,3
1177,0.9,0,11,4,7,1,1
582,0.5,0,32,3,11,1,2
1898,1.8,1,56,7,4,1,2
1158,0.7,1,29,2,20,0,1
1451,0.5,1,57,8,12,0,3
1820,1.4,0,51,7,10,0,2
984,0.5,1,9,3,20,0,0
580,2.1,0,24,4,5,0,2
1263,2,0,5,6,3,1,2
1237,0.5,0,27,8,5,1,2
514,1.6,1,37,1,9,1,3
1515,2.6,1,56,3,1,1,0
721,0.5,1,6,4,9,0,0
603,2.5,0,35,3,16,0,3
1426,2.5,1,55,1,7,0,2
1820,1.7,1,64,1,3,1,1
1215,1,0,16,4,8,0,2
697,2.7,1,20,2,6,1,0
717,0.5,0,10,1,5,1,0
1348,2,0,36,6,6,1,2
1164,2.6,0,61,1,6,1,3
578,0.5,1,62,5,13,1,2
1971,0.5,0,40,7,19,1,0
1794,0.5,1,55,7,7,0,0
1558,2.5,1,32,5,3,1,0
1597,0.9,1,4,1,19,1,2
1240,1.6,0,39,2,9,0,3
1994,0.8,1,7,8,4,1,0
1221,2.3,1,35,7,19,1,2
989,1.6,1,24,8,17,0,2
1180,1.2,1,50,4,20,1,1
718,2.8,0,59,6,13,1,1
1670,1.6,0,47,8,15,1,1
534,2.5,1,21,7,9,1,2
1566,0.5,0,20,2,0,1,1
1935,0.5,1,29,5,9,0,0
504,2.8,0,54,2,10,0,2
913,1.7,1,41,1,14,1,1
1317,1.8,0,43,5,3,1,3
917,0.5,1,31,6,2,1,3
712,2.5,0,49,6,3,0,0
1083,1,0,52,2,20,1,0
1039,0.6,1,6,6,8,0,2
1747,0.5,0,13,6,12,0,3
1449,0.5,0,52,6,0,1,1
1872,0.5,0,49,7,18,1,3
1796,1.6,0,7,4,6,1,1
1097,1.4,0,60,1,17,0,0
1562,0.5,1,20,8,10,1,3
1433,2.3,1,27,7,12,0,3
740,1.8,0,12,1,11,1,0
676,2.2,1,39,1,5,0,1
503,1.8,1,13,1,4,0,3
1020,1.5,1,7,3,18,0,1
896,1,1,4,1,4,1,1
1824,0.8,1,19,2,5,0,2
1512,0.6,1,54,3,2,0,3
1053,2.9,0,42,6,17,0,0
1944,1.8,1,31,4,10,0,3
1174,0.7,1,25,2,8,0,0
627,1.6,1,12,7,17,0,1
1602,2.7,1,46,1,5,0,1
1733,1.5,1,6,1,15,1,3
586,1.4,1,8,8,14,0,2
1528,2.4,0,37,8,3,1,0
875,0.7,0,23,7,7,0,0
1602,0.6,0,58,1,13,1,3
1426,1.6,1,12,5,16,0,1
1370,1.4,1,6,6,8,1,3
609,0.5,1,10,6,6,1,1
840,1.2,1,15,6,8,1,2
991,2,1,12,5,6,0,2
1724,1.8,1,9,2,1,0,3
584,1.8,1,19,3,0,1,0
860,1.3,1,49,6,13,1,3
1541,2.8,1,28,5,15,0,1
615,0.5,0,58,5,8,0,1
912,2.8,1,46,4,11,1,0
1278,1.2,1,60,7,14,0,3
1365,0.6,1,31,4,0,0,0
1702,1,0,36,5,9,0,2
589,0.5,1,59,8,4,1,0
1347,1.5,0,56,1,19,1,2
1644,2.8,1,44,8,0,0,2
956,1.9,0,42,7,11,1,3
1089,1.4,0,2,7,20,0,2
871,0.6,0,52,3,3,0,0
664,1.5,1,6,2,19,0,3
1874,0.6,0,19,2,9,1,1
1928,2.6,0,5,5,16,1,0
888,2.6,1,33,2,17,0,3
1077,1.7,0,58,7,13,0,3
1023,2.3,1,30,8,7,1,1
1426,0.8,1,42,3,10,0,1
831,1.7,1,26,5,11,1,0
1496,1.3,1,6,3,9,1,3
1433,2.3,1,5,5,11,0,1
1095,2.6,1,44,4,5,1,3
643,0.7,1,23,1,9,0,1
1142,1.1,1,6,4,0,0,1
730,0.5,1,27,5,10,1,2
1901,0.5,1,41,2,17,0,0
1510,0.6,0,32,3,8,0,1
1924,2.6,1,59,6,0,0,3
1825,1.1,1,17,4,18,0,3
1275,0.5,1,5,1,9,1,3
987,2.3,0,17,7,17,1,3
1538,2.3,1,13,7,7,1,1
1965,0.5,1,29,5,13,1,3
808,1.9,0,20,6,14,1,0
712,0.5,0,27,2,11,1,1
1507,0.9,1,42,5,0,0,1
912,0.7,0,47,3,6,1,0
769,1.2,0,17,8,4,0,1
948,2.3,0,22,5,20,1,3
507,1.9,1,39,1,0,1,1
1384,2.8,0,60,3,18,0,1
1766,1.3,0,29,8,20,0,2
