battery_power,clock_speed,four_g,int_memory,n_cores,pc,touch_screen,price_range
1407,1.8,1,16,4,6,1,1
614,2.9,1,24,4,7,0,1
1972,2.9,0,14,7,18,1,1
1039,0.5,0,47,8,9,0,1
511,3,1,34,8,13,0,2
1811,2.5,1,5,4,16,1,2
1159,1.5,0,36,4,8,0,2
1848,1.3,0,12,2,19,0,3
1988,0.5,1,16,8,1,0,3
1469,0.5,1,58,7,8,0,2
1423,0.6,0,44,5,13,0,1
1974,0.5,0,10,6,12,0,1
835,0.8,1,42,5,18,1,2
1429,0.6,0,42,5,9,0,1
947,0.5,1,51,2,15,1,2
1446,2.8,1,18,8,1,1,3
1332,1.3,1,7,7,19,1,2
1498,1.2,1,14,4,1,1,0
1576,0.9,1,14,2,4,1,3
1398,1.6,1,26,1,12,1,3
1885,2.4,1,14,4,15,0,1
798,0.5,0,2,2,15,1,2
1436,2.5,1,42,8,1,1,3
1998,1.2,0,31,8,19,1,2
1321,1.3,1,63,8,9,1,1
1021,1.3,0,9,2,12,1,1
1339,2.3,0,40,2,1,0,2
1210,1.6,0,57,4,20,0,1
1949,0.5,1,31,5,9,0,1
882,0.7,1,28,6,16,0,0
1549,1.5,1,27,5,7,0,0
1991,2.2,1,42,1,13,1,0
796,0.5,0,12,1,8,1,0
1012,0.5,0,39,4,6,1,2
1318,1.9,1,11,2,15,0,1
1708,0.8,1,14,4,16,0,1
598,0.8,1,62,8,9,1,2
541,2.3,0,51,8,17,0,0
818,0.5,1,23,5,17,1,2
1414,0.5,1,15,2,0,0,0
601,1.7,1,6,4,11,0,2
561,2.8,1,40,7,6,0,2
1616,2.3,0,52,5,8,1,0
1263,1.4,1,32,2,2,1,3
1604,1.9,1,63,5,2,1,1
539,2,0,24,4,2,1,0
1071,2.6,0,49,4,5,0,3
826,0.5,1,57,2,0,0,0
771,2.9,0,62,1,8,1,1
1811,2.9,0,33,8,2,1,3
1842,2.2,0,56,4,10,1,3
1420,2.8,0,50,8,8,1,0
1763,0.5,0,10,3,19,0,0
1163,1.9,0,2,5,20,0,1
1805,0.5,0,29,4,2,1,1
610,1.6,0,52,4,19,1,3
1533,1.1,1,17,4,20,0,2
1924,0.5,1,63,2,10,0,3
1801,0.5,0,52,6,10,0,0
1726,1.9,1,42,5,3,0,2
794,2.5,0,14,3,19,0,1
1686,0.5,0,28,5,8,0,0
1444,2.1,0,6,1,1,0,0
1004,1.6,1,30,8,1,1,0
1242,2.4,0,28,4,9,0,0
539,1.5,1,26,6,8,1,3
717,1.1,1,14,8,6,0,0
1540,0.7,1,29,7,1,0,0
672,0.5,1,35,8,17,0,0
1325,0.5,1,13,4,8,1,3
950,0.5,1,55,8,7,0,0
948,1.5,0,18,4,7,1,2
1328,0.5,1,27,3,18,0,2
1447,0.5,0,40,2,5,0,0
1973,0.5,0,21,8,7,0,1
1731,2.3,0,60,4,20,1,1
1617,1.5,1,63,2,10,1,2
1791,0.5,1,33,5,4,0,0
851,2.3,1,54,2,9,0,0
856,1.9,1,14,1,7,1,1
714,0.5,0,30,4,2,1,1
951,0.5,1,15,2,17,1,0
1303,2.1,1,10,8,15,1,2
1550,2.7,0,32,7,5,0,2
1759,1.4,1,15,4,13,1,2
1448,0.5,0,2,5,19,1,0
1987,1.9,0,50,8,18,1,1
908,2.1,0,44,5,2,1,3
820,0.5,0,58,4,4,0,0
904,2.7,0,19,6,7,0,0
667,1.3,1,6,6,10,0,2
1109,2.1,0,34,1,4,0,2
1333,1.4,1,59,7,5,1,3
1352,2.4,1,6,6,9,0,1
1600,2.5,0,19,6,9,0,1
1454,1.4,0,37,8,20,0,1
1489,2.1,0,9,3,1,0,1
1823,2.8,0,10,8,19,1,2
1581,1,0,41,4,19,1,1
1672,1.7,1,44,8,4,1,1
1283,0.7,1,27,4,6,0,3
630,2,1,14,8,13,0,0
659,2.2,1,24,8,2,1,3
1811,0.5,0,32,6,0,0,0
688,2.5,0,40,5,20,1,1
514,2.9,0,18,2,8,0,0
1933,2.8,0,16,3,9,1,0
915,2,1,31,3,20,1,0
1006,2.2,1,22,4,8,0,0
1134,0.9,1,13,4,19,1,3
599,2.9,1,64,8,1,0,2
973,0.5,0,53,5,7,1,1
1180,2.5,1,27,6,1,1,0
1237,2.5,0,13,4,12,0,2
659,0.5,1,5,8,10,1,1
1142,1.4,0,6,8,8,1,0
1002,2.7,1,11,6,18,0,0
1392,2.5,1,44,4,2,0,1
602,0.9,0,50,8,18,1,2
1249,0.5,1,55,3,8,1,0
531,0.5,1,12,4,3,0,1
1450,2.1,0,31,5,4,1,1
1342,2.8,0,50,1,8,1,2
832,0.5,1,22,1,8,1,1
867,1.5,1,57,4,0,0,1
1404,2.1,0,44,1,20,0,1
840,0.9,0,33,6,7,1,2
1368,0.5,1,42,1,20,0,1
1927,0.9,0,11,8,12,1,3
1714,0.5,0,31,2,10,0,3
1201,0.5,1,10,6,5,1,0
1796,2.3,0,44,2,11,1,3
1147,0.8,0,28,6,13,0,2
776,1.7,1,20,4,9,1,0
510,2.6,0,33,6,10,1,1
1045,1.2,1,40,6,7,0,2
1497,0.9,1,10,8,20,0,3
1425,0.6,1,33,3,2,0,3
726,2.2,1,40,4,20,1,0
1576,2,1,20,3,0,0,1
714,2.1,1,11,3,6,1,1
1595,1.9,0,63,1,20,0,1
541,1,1,10,4,0,1,1
1617,2.6,0,29,6,20,0,3
1154,1.1,1,5,1,13,0,1
1638,1,0,2,1,11,1,2
1150,2.7,0,39,8,1,1,0
1254,2.3,1,44,1,10,1,2
1806,2,1,54,1,11,0,3
603,1.5,0,12,6,20,1,1
1834,2.1,1,40,4,11,1,3
520,2.3,1,31,6,14,0,1
565,0.6,0,50,2,8,1,1
1689,0.5,0,9,5,15,0,2
742,2.3,0,21,8,1,0,0
1143,1.2,1,22,3,6,1,1
761,0.5,0,3,7,15,1,2
959,1.3,0,36,5,14,1,3
772,1.2,1,8,7,8,0,0
1015,0.8,0,12,3,14,1,1
1824,1.9,1,2,1,14,1,3
1130,0.5,1,29,1,14,1,0
1183,0.5,1,48,8,12,0,0
574,2,1,26,6,2,0,0
1472,3,1,20,2,6,1,0
1868,0.5,1,40,8,17,1,0
1375,2.9,0,20,6,7,0,3
881,1,0,64,3,6,1,1
1742,0.5,1,43,3,7,1,2
1225,0.7,0,60,2,15,0,2
1970,0.5,1,15,2,0,1,2
1186,0.5,0,21,8,4,0,1
1762,0.7,0,60,4,10,0,1
1731,1.4,1,4,6,18,1,3
852,1.8,1,8,5,9,0,0
848,1.5,1,36,4,16,1,1
1575,2.5,1,11,7,20,1,2
1554,2.8,0,23,6,18,0,2
1972,1.6,0,48,8,2,0,3
827,0.6,1,35,6,17,0,1
1063,1.5,0,3,4,10,1,1
1695,2.3,0,34,5,10,0,3
1343,2.4,1,14,8,10,1,0
834,0.5,1,27,1,16,1,1
595,2.6,1,20,2,18,0,0
1081,1.9,1,42,7,17,0,1
911,1.4,0,14,4,4,1,3
844,2.2,1,22,7,2,0,3
1335,3,0,60,2,4,0,3
1883,1.6,0,24,1,16,0,3
1128,0.5,0,33,8,7,0,1
826,2.4,1,57,2,17,0,1
1650,2.3,1,38,1,1,1,0
1162,1,0,50,4,10,1,1
1517,2.5,1,8,4,18,0,2
963,0.5,1,60,3,3,0,2
1837,1,1,12,8,6,0,3
1028,2.8,1,30,1,10,0,1
1831,2.2,0,55,8,9,1,1
571,2,1,58,6,11,0,0
1770,2.3,0,9,6,5,0,3
970,1.3,0,59,7,19,0,3
642,0.5,1,38,5,10,1,0
622,1.9,0,11,8,14,1,2
600,1.8,1,6,2,15,1,2
1412,0.6,0,57,3,10,0,1
733,0.8,0,16,4,12,1,2
1070,3,0,19,7,16,1,2
875,0.7,0,30,8,8,1,0
1994,0.7,0,5,2,7,0,2
823,1,1,18,5,16,1,3
1908,0.5,1,30,2,19,0,3
790,0.5,1,44,8,8,1,3
1330,1.8,0,40,1,5,1,2
1660,0.5,1,15,8,8,1,2
1776,2.2,0,20,6,16,1,3
1611,0.5,1,27,1,10,0,2
1410,0.5,1,15,3,1,1,2
1772,1.6,1,45,2,18,1,1
1280,1.3,1,39,7,1,0,1
1712,0.9,0,23,7,19,1,1
1562,0.7,0,55,8,1,0,2
891,1.9,1,18,6,3,1,0
1957,1.2,1,36,2,19,0,1
1110,0.6,0,42,5,2,1,0
875,1.4,1,43,8,3,0,3
1211,1.2,0,28,2,3,1,2
769,0.5,1,54,4,19,0,0
671,2.9,1,2,6,19,0,2
1872,0.5,1,26,4,10,0,2
1076,2.3,1,14,5,0,1,2
1325,1.9,0,50,1,10,0,2
911,2.2,1,28,2,2,1,1
1273,0.7,0,23,6,14,0,0
1062,0.5,1,39,4,4,0,0
1317,1.5,0,12,2,9,1,0
940,2.9,0,16,4,1,1,1
729,2,0,14,6,2,0,2
1494,2.4,1,3,7,17,1,1
1546,1.6,1,27,2,6,1,0
1253,0.7,1,34,4,10,1,3
895,0.5,0,16,8,14,0,2
793,1.9,1,43,8,2,1,0
1628,1.8,0,56,2,13,1,3
625,2.7,0,42,8,3,0,2
1110,1.5,1,12,8,5,0,0
999,1.7,0,49,1,17,1,1
1856,0.5,1,24,5,1,1,2
1715,2.6,1,15,6,20,1,1
1897,1.9,1,54,2,7,0,0
1202,2.4,0,19,2,1,0,0
1171,1.7,0,19,7,19,0,0
964,2,1,22,8,0,1,2
1973,2.4,0,46,4,10,0,0
1992,0.6,0,2,1,14,1,3
546,2.6,0,26,5,15,1,1
1093,0.5,1,31,2,12,1,1
1880,2,0,35,4,14,1,2
1765,1.1,0,11,2,7,0,3
1640,0.5,1,36,8,11,0,3
1830,0.5,0,7,6,12,1,2
826,0.6,0,62,4,19,0,1
1864,2.2,1,7,1,2,0,2
586,0.6,1,42,7,17,1,1
1206,3,1,30,3,13,0,2
832,0.5,1,5,5,2,1,3
848,2.8,0,8,7,3,1,0
1851,2.9,0,53,6,2,0,2
1166,0.5,0,59,1,11,0,3
1776,2.1,0,35,4,16,1,1
1254,1.2,1,27,2,10,1,0
1494,1.6,1,24,1,17,0,3
984,2.2,1,39,8,18,1,1
1179,0.8,0,5,5,17,0,0
513,1.9,0,27,8,13,1,2
557,0.5,0,17,6,4,0,1
744,1.7,1,33,4,2,0,2
1129,0.8,1,21,2,10,1,1
1148,2.3,1,58,5,20,0,2
1793,2.7,1,44,5,17,1,3
1310,2.3,0,15,5,11,1,2
1604,1.2,0,6,6,15,1,3
1676,1.6,0,37,1,3,0,2
1001,2.8,0,40,3,7,1,3
1086,2.7,1,24,8,19,1,3
1986,0.5,1,39,7,19,1,3
634,0.8,0,41,1,12,0,3
502,0.8,0,52,6,8,1,2
1641,1.1,0,48,8,7,0,2
623,1.4,1,15,3,1,0,2
962,1.1,0,17,8,20,0,3
1057,2.7,1,41,4,10,1,1
1862,1.5,0,62,1,2,0,1
555,3,1,38,2,10,0,1
1000,2.7,1,58,5,12,0,0
841,0.5,1,11,5,14,1,0
865,2.9,0,16,4,12,0,3
999,2.6,1,56,4,13,1,2
1232,1.2,0,30,6,14,1,1
1194,2.3,1,34,2,12,1,0
612,0.5,1,20,8,6,1,3
1362,2.9,0,47,6,4,1,3
1469,1.7,1,44,2,14,1,1
986,0.8,1,28,4,20,1,0
1843,2.8,1,62,3,7,0,3
1561,0.5,1,4,2,13,1,2
1695,0.5,1,47,5,13,1,1
667,2.6,0,8,1,7,1,2
1768,2,1,2,7,2,1,3
1269,2.8,0,41,8,17,0,2
1109,2.8,0,57,1,12,0,2
936,0.5,1,14,3,17,0,3
1713,2,1,5,6,16,0,1
1175,1.7,1,45,2,7,1,1
1940,1,1,5,4,1,1,1
855,0.5,1,59,2,3,1,1
771,0.5,1,33,3,17,1,0
645,2.5,1,63,4,14,0,2
1307,1.8,0,7,7,3,0,1
1948,2.9,0,5,1,13,1,0
1509,0.6,0,50,4,8,1,1
626,2.8,1,11,2,9,0,0
1190,2,0,40,5,1,0,3
1727,2.1,0,57,6,18,0,0
1670,3,0,62,8,20,0,3
1150,0.5,1,27,1,17,0,1
1208,2.9,1,16,1,19,0,1
1812,1.3,1,42,7,15,1,3
770,1.5,0,61,4,9,0,3
1559,1.3,1,10,8,17,1,1
1902,0.5,0,13,4,11,1,1
1751,2.5,0,4,8,9,1,1
1416,1.8,0,20,4,0,0,3
1288,0.5,1,61,6,6,0,2
1003,2.9,1,16,8,19,0,1
1715,0.5,1,18,6,3,0,3
1967,0.5,1,46,1,7,1,1
962,1,0,2,1,20,0,1
1487,1.5,1,42,2,7,0,2
1569,1.6,1,54,4,6,0,3
1146,3,1,57,5,10,1,0
1379,1.5,1,9,8,13,0,1
1504,1.9,1,25,4,9,0,1
1945,1.2,0,26,6,5,0,3
1630,2.8,1,32,6,1,0,2
1125,2.7,0,23,1,14,1,1
614,0.7,1,51,7,7,0,2
854,1,1,17,4,9,0,2
1470,1.7,0,45,1,9,0,3
1826,0.5,1,49,8,6,1,2
807,0.5,0,37,4,0,0,1
1996,2.8,1,7,5,4,0,1
1083,2,0,41,5,5,0,1
1035,0.5,1,49,2,15,0,3
1521,1.6,1,62,1,9,0,3
1314,2.8,1,5,4,18,0,3
535,1.9,0,24,8,19,0,0
673,1.9,1,35,6,14,0,3
1219,1.6,0,4,6,7,0,2
1606,0.5,1,33,5,0,0,3
1603,0.5,1,17,2,8,0,1
1958,0.5,1,52,1,14,0,3
695,0.5,1,12,2,19,1,2
1441,0.6,1,53,1,12,1,1
1470,2.2,1,33,7,10,0,2
1890,1.1,1,48,4,5,0,3
1152,2.1,1,26,2,0,0,3
1619,0.9,0,20,6,9,0,0
1002,1.8,0,45,7,7,1,0
742,0.5,1,36,3,1,1,0
1306,2.1,1,33,3,9,0,2
1424,2.9,0,20,5,0,0,2
942,1.4,0,27,4,9,1,0
1934,2.7,1,2,4,16,0,2
1290,1.4,1,35,4,20,0,0
930,2.1,0,54,1,13,1,2
1699,0.5,0,21,4,20,1,1
1849,0.5,0,29,7,12,0,3
1922,0.5,1,42,8,16,0,3
548,1,1,56,4,14,1,0
916,0.5,1,47,4,1,1,1
1783,0.5,0,14,8,11,0,2
1083,1.4,1,49,5,9,1,0
1698,2.8,1,7,8,12,1,2
1969,0.8,1,7,8,20,1,0
869,1.9,0,2,7,3,0,2
1337,2.7,0,5,4,1,1,2
637,0.8,0,28,4,6,0,2
833,0.6,1,27,4,2,0,0
1248,2.4,1,9,3,8,1,2
1174,0.9,0,30,4,20,1,0
1831,2.3,1,44,7,14,0,2
1002,2.6,0,27,1,10,0,0
1010,2,1,8,5,3,1,2
1117,0.5,0,21,2,19,0,1
990,2.7,0,15,2,7,0,2
1564,1.4,1,26,6,16,1,3
1065,2.8,1,21,5,3,0,1
1982,1.1,0,24,7,16,1,3
1607,1.1,1,20,2,8,1,0
1066,3,1,5,5,7,0,0
681,0.5,1,17,5,19,0,2
1163,2.1,1,19,2,1,0,2
1285,0.8,1,11,5,7,1,3
753,0.5,1,48,8,20,0,3
1779,2.6,0,5,1,3,1,1
987,1.9,1,52,3,8,1,2
511,0.9,1,24,3,18,0,1
1044,1.8,1,12,6,5,1,1
1855,0.5,0,32,8,18,0,3
946,1.4,0,26,6,10,0,0
657,1.9,0,21,8,8,1,0
1673,1.6,0,42,5,6,0,2
731,0.5,1,28,8,0,0,1
926,0.8,1,59,7,14,0,0
1261,0.5,1,52,2,9,0,1
618,1.1,1,45,3,20,1,2
936,2.3,1,57,2,6,1,1
1485,0.9,1,28,5,1,1,3
1339,0.5,1,21,4,11,1,0
508,1.3,0,50,5,9,0,1
1938,0.5,0,44,2,9,1,3
995,1.3,0,10,4,3,0,0
1086,1.7,1,43,6,1,1,2
1322,2.3,1,35,1,3,0,3
1864,1.9,0,57,6,6,0,3
1944,0.5,1,26,4,9,0,2
581,0.6,1,56,2,10,1,0
1020,0.7,1,27,4,4,0,3
1936,1.3,0,44,3,3,0,1
1329,1.7,1,23,8,6,1,1
808,0.5,0,46,8,15,0,0
994,1.2,0,40,2,17,0,2
1811,2,1,22,2,8,0,2
765,2.5,0,44,8,11,1,2
993,2.3,0,16,7,13,0,0
1136,1.6,0,32,6,19,1,3
719,0.5,1,23,6,9,1,3
733,0.6,0,63,7,10,0,0
1946,2.7,0,8,8,19,0,3
1230,1.6,1,48,7,2,1,2
1577,1,1,64,3,7,1,3
1514,1.4,1,12,3,4,0,0
579,2.5,0,7,8,10,0,2
574,3,1,30,2,3,0,0
1072,2.2,0,19,8,16,1,2
843,1.3,0,16,7,4,0,1
1492,1.5,0,11,3,7,1,3
1807,2.9,0,16,3,0,1,3
909,0.7,0,47,3,9,1,0
1876,1.3,1,64,3,19,1,3
1436,2.4,1,23,5,4,0,2
1251,0.5,1,29,6,16,0,0
636,0.5,1,28,2,15,0,2
1354,0.7,1,26,4,6,1,1
930,0.5,1,34,4,16,0,2
1830,1,1,47,1,11,0,3
1424,0.5,1,23,4,18,1,1
583,0.9,0,51,8,2,1,1
648,0.5,1,54,5,20,0,3
1203,0.5,1,11,2,12,1,0
1777,2.2,0,15,4,7,1,1
1299,2.8,0,64,6,6,0,1
1494,1.9,1,47,2,9,0,3
527,0.7,0,53,1,11,0,0
793,2.8,1,64,4,2,1,1
873,0.5,0,8,7,9,0,0
722,1.1,0,12,6,20,0,1
1250,1.5,1,20,5,18,1,2
1358,1.7,0,60,3,1,0,0
1035,1.9,0,11,6,10,1,1
1289,0.8,1,16,6,17,1,3
1445,2.2,0,37,2,6,1,3
1702,2.3,1,47,2,19,0,1
534,0.5,0,2,5,16,1,2
628,1.8,0,60,6,6,1,1
713,1.4,0,53,1,17,0,0
1207,0.5,0,58,8,0,1,0
683,2.1,0,30,7,8,0,1
594,2.6,0,27,5,2,1,0
537,2,1,55,7,2,1,1
1565,0.5,0,38,5,1,1,0
1052,0.9,0,6,4,16,0,0
713,1.6,1,63,2,8,0,1
1766,0.5,0,16,5,7,0,3
584,1.7,1,19,4,4,1,3
1541,1.5,1,5,4,10,1,1
837,2.4,0,51,5,15,0,0
935,0.5,1,58,5,12,0,2
665,0.7,1,31,5,2,0,0
680,2.4,1,34,2,17,1,3
877,1.5,1,17,7,0,1,1
1493,1.5,0,53,5,16,1,2
1762,0.6,1,26,6,14,1,2
842,1.8,0,57,3,10,1,1
925,2.1,0,56,1,14,0,2
1692,2.1,1,2,1,17,1,3
1576,2.2,0,5,3,17,1,3
1065,1.7,1,48,6,8,0,0
958,1.6,1,60,1,12,0,0
623,0.8,1,26,7,12,0,1
897,1.4,0,17,1,2,0,2
1110,1.5,1,41,3,16,0,2
616,2.2,1,21,7,4,0,2
1680,1.2,1,37,4,7,1,1
1715,1.3,1,12,8,6,1,2
983,0.6,1,45,4,11,0,1
720,0.9,1,14,4,14,1,0
1660,0.6,1,24,2,3,1,2
1564,1.5,0,42,2,2,1,3
592,0.8,0,52,7,10,0,0
969,1.8,1,44,3,7,0,0
1356,0.5,0,35,1,19,1,3
504,1,0,14,7,9,1,0
1546,0.5,1,6,1,4,0,3
689,2.9,1,7,2,6,0,0
1685,0.6,0,16,7,15,1,0
1792,1,1,62,7,8,0,3
1786,1.2,0,61,3,14,1,3
1944,0.6,1,59,7,10,0,0
1077,2.5,1,49,4,14,0,3
648,1.8,1,60,4,4,0,0
1702,0.5,0,2,6,19,1,0
1571,2.9,0,30,7,3,1,0
856,1.1,1,19,6,19,0,0
1786,2.6,0,14,4,15,0,3
914,0.7,1,60,5,4,0,3
1615,2.8,0,9,1,13,1,2
649,1.4,1,19,7,12,1,0
1646,2.5,1,25,2,5,1,0
1189,1.9,0,7,2,20,1,0
1043,2.7,0,29,8,17,0,0
1920,0.6,1,19,3,8,1,3
1220,2.8,0,54,7,20,0,0
1748,0.5,1,53,4,20,0,2
907,2.6,0,44,3,12,0,3
1193,2.3,0,20,7,13,0,2
1766,0.5,1,22,8,4,0,3
1278,1,1,24,3,16,1,3
1234,1.7,0,17,6,15,0,2
1961,1.5,0,55,7,20,1,3
1745,2.9,1,3,3,0,1,1
1442,0.6,0,27,5,8,0,0
1083,2.9,1,39,8,2,0,2
868,0.9,0,5,4,7,0,0
864,1.6,1,53,6,1,1,0
1142,1.2,0,2,6,0,1,1
608,0.5,0,64,4,0,1,1
983,1.8,1,53,1,4,1,1
1720,1.6,1,2,5,20,0,2
1802,1.2,0,27,5,16,1,2
591,2.1,1,16,7,20,1,0
1205,2.7,0,10,6,10,1,0
1369,1.7,0,28,1,18,0,3
713,0.9,0,42,1,14,0,0
1082,2.3,0,2,4,20,1,1
1719,2.1,0,52,3,1,1,2
1544,2.4,1,12,7,20,0,0
1090,2.3,1,8,8,8,0,3
1991,2.8,1,15,1,13,1,1
1367,2.9,0,56,2,6,1,0
1179,0.5,1,32,2,12,0,0
721,2.7,1,15,5,18,1,3
1549,1.8,0,62,4,4,0,0
1349,2.1,0,46,6,12,0,1
1799,1,1,30,3,9,1,0
1075,0.5,0,11,1,16,0,3
684,0.9,1,63,5,9,1,3
1837,0.5,0,36,4,20,0,0
1619,1.9,1,21,1,9,0,1
965,1.4,0,13,8,2,0,2
730,1.5,0,9,4,15,0,2
1361,1.4,0,47,5,2,0,2
1494,1.6,1,45,5,4,0,3
1027,0.8,0,18,7,11,0,0
1807,0.8,1,38,8,0,0,1
709,2.4,0,11,5,11,0,3
689,1.4,0,45,5,11,0,3
955,0.5,0,2,4,10,1,1
1872,1.9,0,35,3,14,0,3
1259,1.2,0,13,2,0,0,0
695,1.2,1,41,8,8,1,1
1969,1.2,0,63,4,11,1,0
759,2.5,1,39,2,8,0,0
936,1,0,18,3,18,1,2
1176,2.1,1,62,2,10,0,1
1802,2.7,1,10,7,9,1,0
772,1,1,23,7,11,0,2
1318,2.4,1,45,2,7,0,0
591,0.5,1,16,6,17,1,3
569,2.5,0,41,1,1,0,1
764,1,1,45,8,11,0,0
1056,2.1,1,37,3,11,1,2
1982,1.6,1,12,5,20,1,1
1830,0.5,0,14,6,6,1,2
1122,0.5,1,40,7,14,1,1
1023,0.7,1,63,7,8,1,3
1283,2.4,1,33,3,15,1,0
1602,1.6,1,35,7,7,0,2
732,1.3,1,32,8,7,0,3
1854,0.9,1,33,1,0,0,1
718,1.6,1,30,3,12,1,1
897,2,1,2,8,10,1,1
1405,1.7,0,8,4,7,1,2
798,0.6,1,21,2,12,0,1
1035,2.7,0,40,5,15,1,3
1396,0.6,0,37,4,15,0,2
1749,0.5,1,49,1,8,0,2
1588,2.5,1,4,5,20,0,2
1600,0.5,1,16,4,16,1,2
1522,2.2,0,21,6,11,0,3
1279,2.5,1,7,6,6,0,1
719,2.9,0,6,6,8,0,0
544,0.5,1,7,5,15,1,0
1007,2.9,1,21,8,12,1,0
590,1.2,0,32,6,1,1,0
1788,0.5,1,6,6,16,1,2
748,1.4,0,25,7,14,1,1
757,0.9,0,64,7,5,1,2
1561,1.6,1,27,3,10,1,1
1327,2.8,0,23,7,16,1,0
797,1.5,0,18,8,20,1,1
727,2.5,1,64,1,9,1,3
686,2.7,0,36,4,1,0,0
1515,2.1,1,24,5,6,0,3
555,0.5,0,17,5,12,1,0
1589,0.6,0,5,5,2,1,3
1976,2.6,0,45,4,19,0,3
1884,1,0,24,6,4,1,1
1063,2,0,27,6,7,0,2
672,0.6,0,61,5,20,0,0
635,0.5,0,16,7,17,0,2
1906,1.9,0,55,3,4,0,1
1753,0.7,0,40,4,11,1,1
659,1.4,1,3,8,6,0,0
1583,1.2,0,14,2,4,0,2
1783,2.9,0,42,6,8,1,1
1667,1,1,21,2,0,0,0
640,1.3,1,6,8,20,1,2
1913,1.8,0,29,5,4,1,2
538,1.1,1,25,7,7,1,1
1191,0.8,1,46,6,9,0,0
816,3,0,9,1,3,0,3
915,0.5,1,33,2,16,1,1
1157,0.8,0,27,8,8,0,3
1201,0.5,0,10,7,7,1,0
1379,1.1,1,18,2,16,1,2
1483,2.2,1,53,5,11,0,1
1614,1.2,1,9,3,2,0,1
930,1,1,4,8,10,1,1
1454,2.6,0,6,3,20,0,1
1784,1.6,0,41,6,20,1,2
1262,1.8,0,34,5,16,1,2
797,2.2,0,37,7,2,0,1
1829,2.1,0,59,5,15,1,3
1139,0.9,1,58,2,11,0,1
618,1,1,13,4,15,1,0
1547,2.9,0,57,1,3,1,1
586,2.8,0,15,3,11,0,1
1617,2.4,1,36,1,9,0,0
1882,2,1,44,8,19,1,3
674,2.9,0,21,3,4,1,0
1467,0.5,0,18,5,0,1,3
858,2.2,0,50,1,2,1,3
794,0.5,1,2,6,14,1,0
1965,2.6,0,39,4,3,1,2
1911,0.9,1,36,8,3,1,3
1512,0.9,1,46,5,5,1,0
510,2,1,45,6,16,1,3
